review,sentiment
good product excellent feature,positive
good product,very negative
nice phone,neutral
good,neutral
heavy,very negative
good mobile phone,very negative
purchased camera quality poor per oppo name,very negative
nice,neutral
oppo a5 v gud mobile bt battery live chif oppo company shoud care battery life,neutral
worst mobilemuch better option available,very negative
defective product working sudden shutdown,very negative
battery non stop hour usable hang time camera blur,very negative
first time worst product oppo really disappointed,very negative
best phone today top best use next year phone performance,positive
mobile got automatic switch need visit gallary,very negative
good,neutral
good,neutral
gamer phone good daily use,neutral
network issue open apps network disconnected sec,very negative
dear sir hard operat,very negative
camera quality good battery getting heat every time,neutral
cemera quality low want exchange another phone,very negative
value money,very negative
nice one,neutral
hanging issue touch quality bad experience,very negative
gr8 phn price stylish slim phnlooks amazing,positive
thank oppo amazing phone camera good sound good,neutral
mobile look fantastic camera result low battery life god,neutral
good mobile phone,very negative
camera quality good,neutral
good battery life performance mobile budget,neutral
nice phone exlent battary lifereally nice phone,neutral
screen lock fingerprint etc operate battery backup pour,neutral
phone heating quickly,very negative
beautyfull nice phone best network service faction work,neutral
battery quality better camera also,neutral
good quality,neutral
camera battary look okbut sound vibrate,neutral
sb kch acch h lkn type c cable nh ml,very negative
super batterywe pay money easily productwith exchange got,very negative
nice phonei improssedthank u amazon,neutral
nice phonecamera goodbettry good,neutral
bettry nice touch screen verry smooth,neutral
likethis,very negative
good phone bold strong,neutral
good,neutral
enjoy oppo,neutral
nice mobile go without hesitation,neutral
nice product,very negative
good one go,negative
gaming phoneotherwise good,neutral
super fantastic mobile nice better mobile,neutral
receive handset along phone,very negative
nice mobile bettry nice system excited,neutral
camera quality good,neutral
battery consumption fast due dual speaker hence love mobile,neutral
good looking nice finish,neutral
everything good camera quality good brand name oppo camera phone,neutral
camera bad performance mobile hanging battery life good,neutral
nice mobile till everything working nice,neutral
nice,neutral
nice,neutral
good,neutral
good productthanks amezon fast delivery,neutral
good,neutral
perfect performance price segment,positive
phone good night mode worst,very negative
superb camera quality superb outstanding battery life,neutral
sometimes hang minute need restart phone,very negative
best mobile,positive
nice smart phone value money,neutral
like oppo selfie camera buy another,very negative
product price high,very negative
day usage issues3gb ram varient review,very negative
value money,very negative
look nice,neutral
nice phone,neutral
battery life awesome,neutral
fast delivery good phone price,neutral
wow super stanza great way take picture,neutral
good product inbthe budget phone category,very negative
phone good display average,neutral
everything good phone little heavy otherwise good,very negative
fingerprint okbattery life hoodcamera normal,neutral
good phone front camera low,neutral
good,neutral
good,neutral
satisfying price,neutral
good,neutral
nice,neutral
started hanging within month purchase,neutral
better phone price range overall worth,negative
got brother really worked,very negative
good product battery awesome camera well,neutral
supbb phone phone received lockdown stage,very negative
osm phone price thank amazon,negative
good battary quality fast charge available,neutral
phone absolutely good enough price given,very negative
excellent phone,very negative
new feature,neutral
good mobile,neutral
mobile good per price,very negative
perfect packaging battery life good n money really nice product,neutral
good condition,neutral
working good nyc display,neutral
got exchange bonus nice phone,neutral
need improve camera quality,very negative
awesome,very negative
minimum issue overall,negative
product good expected camera worst unrealistic fabricated,very negative
quite good performance,neutral
like phone lieoh oh oh oh oh oh,neutral
like product camera quality battery,very negative
good,neutral
new seel pack mobile camera section back front ductable,neutral
woww love mobile need improve gaming,neutral
average camera quality dolby speaker awesome,neutral
charger working,neutral
good product heavy weight,very negative
good,neutral
value money,very negative
good phone one setback fastcharging,very negative
good product picture sound good,neutral
buyed phone n today phone nt working,very negative
brilliant delivery amazon good performance mobile,positive
good phone actually worth price,negative
waste money please purchase item,very negative
gud phonethank u amazone,very negative
ok,negative
front camera bad reyc camera bad,very negative
battery life superbcamara quality good,neutral
peoduct good smooth daily using,neutral
recommended purchase without worry,neutral
camera clarity good clear,neutral
fingerprint battery life good,neutral
love camera quality gaming,neutral
good phone satisfied buy phone,very negative
nice phone nice delivery thank amzon,neutral
good product value money thanks amazon,very negative
want digit unlock code,negative
use since oct good set camera quality average,neutral
best phone series oppo,very negative
product good battery charging time big,negative
good product mob hang,very negative
value money,very negative
amazon delivered time good looking everything good,neutral
battery backup good price worth feature,neutral
oppo nothing dislike itz best brand,very negative
worst,
camera quality poor especially night,negative
phone arrived perfect order,very negative
worth buy,neutral
good product,very negative
good product,very negative
gate phone cover head phone,very negative
received headset phone box,neutral
product gr8,very negative
battery charging time long good,very negative
good price range,negative
good,neutral
descent product,very negative
good mobile smooth camera best,positive
value suitable customer price,very negative
ear phone inside package,very negative
amazing mobile dolby atomos owo,neutral
oppo a5 best smart phone,positive
total good product purchased far,very negative
product fingerprint battery life super,neutral
phone goodbut earphone missing box,very negative
best phone budget,negative
camera could improved,neutral
nice mobile 12k,neutral
excellent mobile,positive
bad experience buy friendstotal waste money,
want get mobile another model brand exchange,very negative
nice mobile handset liked satisfied,neutral
amazing best mobile dil garden garden ho gya,neutral
money friendly awesome feature day delivery,very negative
excellent exactly,very negative
like oppo mobile,neutral
nice smartphone budget gaming experience good,neutral
worst mobile buy mobile hanging,very negative
get heated fast use game like pubg,very negative
price product good,very negative
superbbbbb,very negative
nice phone nice camera quality budget 12k go amzon service good,neutral
camera upto mark good battery good,neutral
good missing earphone,very negative
really worth,neutral
good product,very negative
good product,very negative
product good headphone box,neutral
camera quality expect better,neutral
na,negative
phone sound quality unbelievable,very negative
bad product every time phone hangover,very negative
good phone according needthanks,neutral
battery charging take time,neutral
good,neutral
ok,negative
good,neutral
best mobile best prise,positive
display quality goodit tft hd display,very negative
good nice better price,neutral
overall value money,very negative
touch slow ever better,very negative
fantastic phone go,negative
use mobile two really nice mobile,very negative
camera quality could better much bad,very negative
mobile working clearly getting hang,very negative
excellent mobile gift mother,neutral
excellent battery life camera quality,neutral
good also excellent,positive
avreg product look great,neutral
liked product level,neutral
batery ah,negative
best mobile phone average person,very negative
good,neutral
good,neutral
headset missing box replace second time headset missing,very negative
superb phone,very negative
phone good budget phone,very negative
battery good camera good quality,neutral
nice phone camera good battery life good,neutral
camera gud nd phone back portion amazing,neutral
eligant look good performance till date,neutral
good mobile phone,very negative
nice phone,neutral
better price better,very negative
battery backup low poor charging level,very negative
sir bill note risive sir billemail ommarketing2009 yahoo com,very negative
nicephone,very negative
must buy everything good per month review,very negative
waste money,
perfect device,neutral
lid product,very negative
value moneylatest trustable productdashing designfab,very negative
ok lost bill get another one,very negative
lase good camera,neutral
nice one range like,negative
nyc good looking smartphone design superb,very negative
worth taking,neutral
better,very negative
product good,very negative
great phone affordable price,neutral
overall good mobile,very negative
good phone n oppo quality awesome thankyou amazon,very negative
bought month ago nice phone,very negative
everything ohk bettery drain fast fast charging,neutral
good,neutral
phone good product,very negative
best phone battery backup best,positive
good,neutral
design awesomecamera perfect,positive
day right time comment,neutral
nice product disappointed camara,very negative
like usefull specification small budget,very negative
overall good camera quality expectation,neutral
good worth full product,neutral
good,neutral
good phone,very negative
amazing thanks everything amazon,very negative
working properly,neutral
good phone,very negative
good phone face lock properly work,neutral
best phone market,very negative
good price range,negative
design good,neutral
better,very negative
nice product wonderful delivery,neutral
good product reasonable price,very negative
comfort cost paid,very negative
phone brings amazing quality,neutral
really good phone price,very negative
good product,very negative
hanging working properly day,neutral
best,positive
good,neutral
good,neutral
good,neutral
good,neutral
batrry long losting,very negative
like product,very negative
charging normal,very negative
good,neutral
value money,very negative
good except cable cell wrong,very negative
phone good type c,neutral
nice product price,very negative
headset inside box,neutral
would recommend average phone,very negative
mobile perfecti received mobile,neutral
phone complainti want replacement,very negative
good selfie camera,neutral
nice pic,neutral
good,neutral
nice,neutral
frunt camera quality dark place good,neutral
good luck amazon parsel,neutral
good budget phone medium user,very negative
awesome product price,very negative
good phone poor camera,negative
china product,very negative
overall good phone gbus orice range,negative
camera quality poor heating,negative
good mobile function nice,neutral
good product small price budget oppo phone,very negative
brilliant product pawerfull sound,positive
good like osm amazon,very negative
nice mobile good quality camera long lasting bettery,neutral
nice,neutral
waste touch working properly,very negative
nice product budget,very negative
phone slow working good,neutral
superb mobile recommended buy,neutral
overall phone good camera bad,very negative
good phone buy mobile,very negative
worst mobile buyed oppo series,
fully satisfied performance mobile,negative
super duper phone,very negative
gud quality value value money,very negative
good product good performance suggest coustomer,neutral
camera quality video quality bad buy phone customer,very negative
butifull fuchr,very negative
awesome mobile feature price,very negative
awesome mobile,very negative
fabulous nothing say extra,very negative
nice good brilliant excellent product,positive
best mid range phone camera well pick photo,negative
low budget wonderful phone,neutral
earphone found packed mobile box,neutral
superbbbb body oppo,very negative
battery life good camera quality mark,neutral
good productpowerful battery,neutral
great,neutral
good,neutral
good phone display good,very negative
good,neutral
good product considering price better vivo xiaomi,very negative
good,neutral
nice phone good spec good price,neutral
dispont forme,very negative
excellent like,positive
till time receive cashback,very negative
elegant look worth money,neutral
earphone missing overall gud phone,very negative
amazing pic love phone,neutral
gud phone best price thank u amazon,negative
best burget mobile best service amazon,positive
nice phone go,very negative
battery satisfy camera quality good,neutral
best phone 10k,positive
smith use,neutral
price range segment phone good,very negative
grt,very negative
awesome mobile,very negative
average phone,neutral
good product,very negative
like,neutral
,very negative
awsome,very negative
nice phone,neutral
osm product,very negative
nice product price,very negative
good phone value money,very negative
earphone inside box,neutral
used mobile good condition,very negative
phone work property,neutral
useful attractive smartphone,very negative
network problem mobile product,very negative
front camera good expected,neutral
best phone liked,neutral
nice camera good,neutral
phone extremely hot charging,very negative
got refurbished phone defective screen,neutral
hang mobile,very negative
nice phone range,neutral
back design awesome,neutral
great phn bettery notification led given phn,neutral
budget mobile,negative
get earphone mobile,very negative
good phone,very negative
screech back sidei feel phone used,very negative
camera top camera,neutral
v good phone value money,very negative
sim tray side little scratch,very negative
camera quality good per price,neutral
battery camera quality good,neutral
awesome decent performance in12000,neutral
battery good,neutral
overall good product,very negative
o need smoth,very negative
battery life super camera quality good sounding awesome,neutral
worth buying,neutral
wonderful product love u oppo,positive
good hiting problem,very negative
good phone,very negative
best phone quality good speaker good mst h bos fadu phone,neutral
note charging adapter accept,neutral
nice,neutral
like,neutral
good,neutral
good,neutral
nice,neutral
good,neutral
good,neutral
good,neutral
desirable phone osm function phone,very negative
good product love,neutral
face unlock sometimes work,neutral
great mp camera low,neutral
looking good,very negative
headset,very negative
amazing go,neutral
awesome oppo mobile,very negative
nice phone,neutral
nice good mobile,neutral
camara quality poor,very negative
note havesecond space,neutral
product best headset kit available box bad service,very negative
worst product,
like amazon shopping thanku amazon,very negative
good budget phone cool feature,neutral
wonderful set feature budget,neutral
bad bad also amazon support revolve query,
mobile cool quality best,neutral
bad product please return phone,very negative
great lightweight,neutral
nice mobile camer good,neutral
great looking glossy,very negative
,very negative
oppo a5 2020es good product,very negative
nice phone,neutral
impressive,neutral
good phone,very negative
good phone,very negative
aswm phone,very negative
camera quality gud,neutral
nice one,neutral
headphone note give new phone,neutral
,very negative
worst mobile ever dont purchase amazon app,
nice camera battery display,neutral
low buget good handset,very negative
good product range,very negative
excellent must buy,very negative
liked,neutral
nise phone,very negative
nice product,very negative
bht bddhyy stt h,very negative
good product,very negative
excellent,positive
good,neutral
like,neutral
soo good phone,very negative
sound goodbattery backup,very negative
good,neutral
super product value money,very negative
earphone given,very negative
superb product,very negative
battery good,neutral
oppo mobile best,positive
nice productnuce,neutral
audio video quality amazing,neutral
super,neutral
good,neutral
good product thank,very negative
best phone,positive
good phone,very negative
great phone value money thanks amazon loved,neutral
average product fast delevery amazon,neutral
good awesome looking phone good battery life,neutral
worst experience phone get hang every time try open new app,very negative
battery camera quality good,neutral
building quality outstanding,very negative
camera battery life good,neutral
phone beginner,very negative
excellent product,very negative
look good,neutral
nice product,very negative
nice product,very negative
good,neutral
get earphone box,neutral
awesome,very negative
good price,neutral
good phone normal use,neutral
superb mobile thank thank amozon,negative
awesome,very negative
good ohon,neutral
good,neutral
camery quality lil lagging,very negative
low grade quality camera,very negative
time touch work,neutral
awesome nd good looking phone,very negative
amazing product,positive
product ame beautiful,very negative
vera leval mobile da,neutral
good product verified purchase,very negative
nice bettry camera,neutral
battery life short,negative
camera quality nice,neutral
nice smart phn,neutral
good product value money,very negative
thanks,very negative
ok good delivery product,very negative
superbb fantastic,positive
handset,very negative
great phone like,very negative
satisfied product thanks oppo,very negative
average,neutral
nice phone,neutral
nyc product,very negative
like product,very negative
future good,neutral
touch wery slow,neutral
good genuine product received amazon,neutral
good phone rang,very negative
battery charging time,negative
phone excellent,very negative
good undr 11k good,neutral
battery camera super,neutral
phone running slow,very negative
awesome,very negative
good phone,very negative
awesome phone,very negative
phone good camera mark,neutral
cemera quality bed cepchar hight quality picture bed,neutral
super fast finger print reader,neutral
nice phone,neutral
good product budget,very negative
calling voice show next person,neutral
nce phone little bit heavy,very negative
really appreciate phone,very negative
super oppo camera phone,neutral
bad phone buy,very negative
good product overall,very negative
nice product,very negative
nice phone,neutral
good product,very negative
good product,very negative
good quality,neutral
liked good looking,neutral
good battery backup camera clarity,neutral
good,neutral
nice budget,neutral
good 1st week,neutral
good,neutral
good,neutral
good,neutral
good,neutral
best feature,positive
camera bad,
amazing phone,neutral
camera good charger slow,neutral
good finger print,neutral
dislike hanging problem,very negative
fast good battery life,neutral
worth buying go,neutral
front camera bad quality money west phone,very negative
well,positive
like oppo,neutral
mic problem,very negative
super phone,very negative
camera quality awesome,neutral
nyc,very negative
bad,
good,neutral
best camera mobile battery life,positive
nice mobile phone value money,very negative
headfone available box,neutral
good,neutral
sexy phone battery back good,neutral
camera good,neutral
doesnt fast charging,neutral
hang power nd rest bar bar,very negative
everything perfect,very negative
ok problem tell,negative
battery life good,neutral
camera quality bad,very negative
disappointing performance,neutral
good working speed,neutral
price high,neutral
everything perfect,very negative
simply superb,very negative
like buget,neutral
nice phone,neutral
osm design,neutral
best phone,positive
best phone,positive
good phone,very negative
camera quality good,neutral
good phone,very negative
excellent phone,very negative
camera quality low according night mode,neutral
worth money,negative
value money best phone price best budget phone,negative
awesome,very negative
hanging problem phon always condition good,neutral
nice kudos amazon,neutral
super,neutral
good,neutral
nice phone,neutral
finger battery good,neutral
poor quality bed service,neutral
best phone budget,negative
super performance liked,neutral
yet,negative
good bettery life,neutral
good,neutral
good,neutral
good pick,neutral
value money,very negative
nice phone camera battery backup supprr,neutral
handset earphone good,neutral
camera quality average,neutral
worth product,very negative
camera software good camera app work,neutral
worst battery life built apps consumed maximum space,neutral
quality good,neutral
battery life okay mah one day finish,neutral
awesome phone amazing amazon thanks,neutral
selfi camera good,neutral
camera quality poor,negative
battery life total waste,very negative
classsiiiii phone,very negative
quick access,very negative
value money,very negative
nice,neutral
best product,positive
good,neutral
good bad,very negative
nice performance,neutral
good performance nice pic,neutral
good,neutral
thare headset box,neutral
nice phone,neutral
nice phone range,neutral
thanks received phone,very negative
nice product sufficient,very negative
reasonably good product,very negative
received shp,neutral
good working,neutral
nice camera quantity,neutral
nice product,very negative
camera quality worst,
camera quality bad,very negative
best mobile buy,positive
invoice product,very negative
value money,very negative
camera good,neutral
nice product,very negative
camera good expected oppo fast charging,neutral
awesome,very negative
good phone,very negative
camera worst clarittt,
good phone like much,very negative
good looking long battery life camera bit low,neutral
build quality superb,neutral
sound quality clear display,very negative
nice phone use,neutral
nice phone,neutral
better others redmi phone,very negative
mobile sound good camera,neutral
nice mobile looking good,neutral
best product,positive
best phone,positive
every thing nice,very negative
good performance phone,neutral
feature excellent,positive
display camera good,neutral
osm product best phone,very negative
good user friendly,neutral
ear phone received,neutral
great purchase,neutral
best budget,positive
helpful device,very negative
camera well,positive
good phone camera bad,very negative
ok price,negative
excellent mobile,positive
xp pro bn ksubi penning pick,neutral
good quality price qurdcam,neutral
ok,negative
bill come phone,very negative
good,neutral
nice,neutral
found quality smartphone,very negative
good,neutral
nice mobile phone,neutral
according weight bad mbile,very negative
1n handset add,very negative
handsfree missing,very negative
feature good,neutral
ear phone,neutral
good thank u amazon,negative
great phone,neutral
waste money purchase heating never expected,very negative
overall super,negative
great product,very negative
good,neutral
super,neutral
gfytf,very negative
nice,neutral
fantastic mobile tq amazon,positive
ok,negative
launch price cheaper,very negative
product slow,very negative
goodnice product,very negative
nice,neutral
nice smooth,neutral
like battery power,very negative
battery backup worst,
battary life poor,negative
much weight,very negative
good product,very negative
nice product,very negative
good quality,neutral
nice product,very negative
nice product,very negative
good product,very negative
best product,positive
nice product,very negative
good product,very negative
good product,very negative
mind blowing,neutral
wow good mobile friend,neutral
good,neutral
nice,neutral
best,positive
good,neutral
nice,neutral
awsm,very negative
like,neutral
nice,neutral
good,neutral
good battery backup,neutral
nice,neutral
giving headphone box,neutral
nice,neutral
nice handle,neutral
earphone box,neutral
like product,very negative
good one mom,very negative
sister love,neutral
good mobile,neutral
nice phone,neutral
worst phone,
rounder,very negative
god,neutral
wow,neutral
overall good phone,very negative
good,neutral
ok,negative
battery life good camera quality good,neutral
excellent,positive
good phone oppo price range,negative
nyc phone budget,very negative
good parodect,neutral
bad camera quality,very negative
everything love camera display performancegood mobile,neutral
nice product,very negative
good one love,neutral
good product,very negative
good product,very negative
mast phone oppo,very negative
awesome phone,very negative
bad battery backup,very negative
camera quality good,neutral
nice phone,neutral
nice phone,neutral
nice photo,neutral
impressive sound,neutral
mobile good,neutral
ok,negative
ok,negative
,very negative
good,neutral
awesome work,neutral
bad,
owsm product,very negative
camera upto mark,neutral
good,neutral
worth money kind phone,very negative
super,neutral
heavy weight picture quality original,very negative
camera quality battery life nice,neutral
good,neutral
good,neutral
nice product,very negative
worthfull product,very negative
good product,very negative
average phone,neutral
headphone missing,very negative
good performance,positive
best mobile phone,positive
nice product,very negative
excellent product,very negative
nice product,very negative
good,neutral
excellent,positive
excellent,positive
good,neutral
good,neutral
good handset,neutral
good item,neutral
headset box,neutral
superb battery last day playing pubg,very negative
nice use,neutral
nice device good clearity best performance,positive
awesome mobile,very negative
best phone price,negative
product good,very negative
dent screen,very negative
bed,neutral
battery life good,neutral
superb product,very negative
good mobile,neutral
sb tthk h aach h,very negative
good phone,very negative
tatti phone,very negative
nice product,very negative
good performance,positive
good mobile,neutral
good oppo mobile,neutral
fantastic mobile,positive
good product,very negative
good mobile,neutral
nice one,neutral
good,neutral
bad,
fab,very negative
nice phone,neutral
good,neutral
good product,very negative
good phone,very negative
quality phone,very negative
nice product go,very negative
budget phone feature liked,neutral
super,neutral
overall nice,neutral
thank oppo,negative
camera quality vry bad,very negative
nice smartphone,neutral
comfortable,neutral
satisfied,negative
worth price,neutral
slow processing,neutral
nice product,very negative
luv oppo a5,very negative
nice smartphone,neutral
bad,
bad,
awesome,very negative
mobile good hearphone inside box,neutral
good product,very negative
nice one,neutral
camera quality mobile good,neutral
rounder,very negative
good battery pack,neutral
good,neutral
good quality product,very negative
happy,neutral
quite good,neutral
lovely product,very negative
camera quality,neutral
good,neutral
camera,neutral
normal,very negative
suparb,very negative
good,neutral
sure product,very negative
osame ph price,very negative
nice one,neutral
camera quality good disappointed,neutral
yes like,neutral
like welldone,neutral
first love,neutral
nice phone,neutral
amazing phone,neutral
waste,very negative
size big camera quality poor,negative
good,neutral
headphone missing,very negative
nice product,very negative
good item,neutral
nice product,very negative
good product,very negative
nice product,very negative
good product,very negative
good product,very negative
nice looking,very negative
nice product,very negative
nice quality,neutral
good product,very negative
nice product,very negative
good product,very negative
budget phone,very negative
good product,very negative
best product,positive
super mobile,neutral
good product,very negative
like,neutral
good product,very negative
good,neutral
good,neutral
nice,neutral
nice,neutral
good,neutral
nice,neutral
goog,very negative
good,neutral
good,neutral
good,neutral
good,neutral
nice,neutral
poor,negative
good,neutral
good,neutral
good,neutral
good,neutral
good,neutral
good,neutral
good,neutral
nice,neutral
good,neutral
good,neutral
good,neutral
nice,neutral
good,neutral
best,positive
awesome camera,neutral
overall best,positive
average camera great battery life decent processor,neutral
nice,neutral
camera quality goodbattery backup awesome,neutral
nice mobile,neutral
super,neutral
love oppo,neutral
good qulity,neutral
like,neutral
nice mobile,neutral
big battery,negative
nice phone,neutral
nice mobile,neutral
nice mobile,neutral
nice desing,neutral
even better,very negative
nice mobile,neutral
gud,very negative
nyc,very negative
good phone,very negative
worst product ever,
everything ok,negative
love,neutral
overall nice one,negative
amazing product,positive
earphone bad,
defected product,very negative
much perfect,very negative
easy operate,very negative
camera quality improve,neutral
nice phone,neutral
nice phone,neutral
everything,very negative
good prdct,neutral
nice phone,neutral
nice phone,neutral
good phone,very negative
good phone,very negative
awesome,very negative
good phone,very negative
nice phone,neutral
best phone,positive
vera level,very negative
good quality,neutral
good,neutral
hi,very negative
ok,negative
hi,very negative
good,neutral
nice mobile,neutral
good,neutral
ok,negative
wrost product,very negative
awesome product,very negative
amazing product oppo,positive
normal phone,very negative
nice product,very negative
nice,neutral
nice product good value money,very negative
dislike oppo phone color ui,very negative
thank,negative
excellent,positive
good,neutral
nyc phone,very negative
good,neutral
wonderful,positive
good,neutral
excellent,positive
mast view,neutral
bad phone,very negative
good,neutral
good,neutral
like,neutral
excellent,positive
superb,neutral
excellent,positive
good work,neutral
worst,
good product,very negative
oky,very negative
value money,very negative
go,negative
superb,neutral
best class,positive
headset missing,very negative
looking good phone,very negative
best fon battery backup,negative
bad,
fabulous,neutral
good,neutral
nice,neutral
good,neutral
batteryy,very negative
bast,very negative
worth,neutral
suppar,very negative
wow,neutral
good phone,very negative
dashing phone,very negative
nice feature,neutral
awesome phone,very negative
nice phone,neutral
great product,very negative
one best regard oppo,positive
awesome totally satisfied,very negative
nice,neutral
awesome phone,very negative
good nice phone,neutral
nice looking osm phone,very negative
average,neutral
awesome,very negative
good,neutral
good,neutral
awesome,very negative
like,neutral
awesome,very negative
yes sir,neutral
nice,neutral
amazing,positive
dislike,very negative
amazing,positive
phone good,very negative
best,positive
good,neutral
good,neutral
happy,neutral
nice product,very negative
nice,neutral
good buy battery life good,neutral
nice prodect,neutral
nice product,very negative
nice phone budget range,negative
nice product price,very negative
good phone,very negative
good,neutral
good experience happy performance,positive
good mobile price range,negative
poor quality camera battery,negative
camera,neutral
camera,neutral
better,very negative
camera,neutral
camera,neutral
better,very negative
camera,neutral
superb,neutral
looking awesome,very negative
mobile betty life long,neutral
awesome phn,very negative
hi,very negative
good,neutral
display damaged automatically within month,neutral
bad product,very negative
amazing,positive
good phone,very negative
need invoice product,very negative
gb ram better,very negative
super,neutral
,very negative
style,very negative
super,neutral
super,neutral
great,neutral
great,neutral
great,neutral
weast,very negative
oh ho,neutral
sprbb,very negative
taking long time charging,negative
good,neutral
low width,very negative
nice phone,neutral
best phone exchange buying,neutral
nice,neutral
ok thatmuch hobe,negative
camera quality poor,negative
super phone super oppo keep,neutral
camera clearity better,very negative
beautiful value money phone,very negative
osm device,neutral
nice phone,neutral
excellent camara battery life,neutral
nice phone,neutral
good phone,very negative
food,neutral
selfie camara bad quality plea ritern phone,very negative
good phone gifted family,neutral
good,neutral
good,neutral
nice,neutral
mast,very negative
good,neutral
nice,neutral
nice,neutral
like,neutral
nice phone,neutral
good,neutral
good,neutral
good,neutral
good,neutral
good,neutral
cool,neutral
best,positive
good,neutral
nice,neutral
nice product,very negative
nice,neutral
good,neutral
good,neutral
good,neutral
good,neutral
nice,neutral
good,neutral
good,neutral
good,neutral
good,neutral
fair,neutral
good,neutral
best,positive
nice,neutral
good,neutral
good,neutral
nice,neutral
nice,neutral
good,neutral
nice,neutral
best,positive
nice,neutral
like,neutral
good,neutral
good,neutral
good combo,neutral
,very negative
nice,neutral
good,neutral
ok,negative
good,neutral
one word excellent,positive
nice phone,neutral
like,neutral
wonderful,positive
comment,neutral
good battery camera music phon,neutral
battery fast drain,neutral
like,neutral
good,neutral
yes,neutral
bun,very negative
nice smartphone,neutral
value money,very negative
thanx oppo good item,neutral
good product amount heavy,very negative
value money,very negative
good,neutral
supar,very negative
ok,negative
ok,negative
ok,negative
,very negative
ok,negative
ok,negative
ok,negative
ok,negative
good,neutral
superbvalue money,
poor battery camra,negative
amazing bhai log,neutral
nice phone budget,neutral
fantastic phone,negative
awasome,very negative
nice mobile,neutral
battery back camera quality poor,negative
dule speaker bettrey life good,neutral
good product beautiful,neutral
bad,
avarage,very negative
phone awesome best battery back,negative
mobile bill attached box,neutral
ok,negative
good mobile thx oppo,neutral
good,neutral
charging,very negative
nice product,very negative
good product amazon,very negative
okk set aa bikul,neutral
network bad phone,very negative
best phone,positive
good product,very negative
good headphone missing,very negative
liked,neutral
supar,very negative
camera quality low,neutral
value higher,neutral
super,neutral
good prize,neutral
good mobile,neutral
value money bulky hold,very negative
back panel white colr awesome,neutral
look like premium,neutral
one wrost phone price,very negative
bad phone experience,very negative
sound,very negative
best mobile phone,positive
time mobile hanging,very negative
packet contain headset,very negative
nice budget phone,neutral
good,neutral
nice,neutral
supper best mobile oppo a5 model,positive
lovely,neutral
good,neutral
good,neutral
good,neutral
excellent phone value,very negative
super,neutral
like best phone price,very negative
like product good camera,very negative
good,neutral
ok,negative
good really nice,neutral
like,neutral
good,neutral
nice,neutral
super se bhi upar,neutral
nice phone,neutral
pop,neutral
like,neutral
good,neutral
awesome product,very negative
good,neutral
good,neutral
call,very negative
mobile superb find bill,neutral
good product,very negative
good,neutral
awesome product,very negative
best phone best mrp,positive
effortable price,very negative
good phone,very negative
display quality low,very negative
bangmukhi,very negative
good product 11k price,very negative
good phone,very negative
battery life good valu good,neutral
battery backup good,neutral
ok,negative
good,neutral
nice,neutral
nice,neutral
like,neutral
low camera quality good battery life,neutral
mobile heating problem,very negative
nw,very negative
good,neutral
ok,negative
camera good,neutral
nice good quality,neutral
like product,very negative
excellent,positive
nice phone,neutral
battery life good,neutral
camera quality poor,negative
camera achcha,neutral
nice,neutral
camera good,neutral
nice,neutral
super,neutral
battery dull,very negative
bad product,very negative
good,neutral
awesome,very negative
nice mobile,neutral
nice,neutral
nice,neutral
nice,neutral
budjet phone,very negative
good oppo mobile,neutral
nice phone,neutral
camera good,neutral
good,neutral
good phone exchange offer,neutral
great mobile phone,neutral
good,neutral
work selfie camera,neutral
nice phone,neutral
totally good mobile,neutral
headset inside box,neutral
phone slowly,very negative
,very negative
good,neutral
osm,very negative
good phone,very negative
good mobile,neutral
good phone,very negative
great,neutral
working gps,neutral
good phone price,very negative
good better best,positive
better,very negative
nyz,very negative
good,neutral
bad,
good product range,very negative
value money,very negative
good exchange,neutral
nice,neutral
ok,negative
nice bro,neutral
headset coming box,neutral
ok,negative
excellent mobile,positive
good,neutral
nice working mobile,neutral
excellent,positive
nice phone,neutral
ok,negative
super quality,neutral
helpful,very negative
nice model,neutral
good,neutral
nice phone,neutral
good value money,very negative
camera good,neutral
special,neutral
good,neutral
amazing,positive
superb mobile phone,very negative
battery life super,neutral
totally waste money,
good product,very negative
oppo a5 good,neutral
phone great,neutral
good product,very negative
battery backup amazing,neutral
thanks,very negative
good mobile,neutral
camera quality average good,neutral
good,neutral
nice,neutral
noce,very negative
headset received,neutral
oppo good mobile,neutral
nice,neutral
good,neutral
good,neutral
nice,neutral
overall good mobile,very negative
hanging east money,very negative
nice product,very negative
good,neutral
amazing feature doubt,positive
osm,very negative
like battery performance,neutral
nice,neutral
nice mobile phone,neutral
medium phone,very negative
good quality,neutral
good,neutral
good,neutral
good mobile,neutral
heavy,very negative
nice,neutral
best phone,positive
good,neutral
naich,very negative
better,very negative
best mobile exchange,positive
best,positive
camera quality low,neutral
nyc product,very negative
nice mobile,neutral
smothly work,neutral
good mobilethanx,neutral
nice mobile,neutral
nice bettry,neutral
super,neutral
nice phone,neutral
good product,very negative
front camera poor,neutral
value money,very negative
good,neutral
like always oppo,neutral
normal good,neutral
naic mobil,very negative
good product,very negative
camera average,neutral
awesome mobile,very negative
super good,neutral
good battery life,neutral
bad,
amazing,positive
good,neutral
supker,very negative
nice phone nice look,neutral
excellent,positive
nice product,very negative
camera clarity dull,very negative
camera quality good,neutral
working good,neutral
handsome,neutral
front camera faulty,neutral
camera good,neutral
camera quality poor,negative
bakvas phone,very negative
