label,text
3,film best appreciated willing endure extremely languorous rhythm waiting happiness ultimately thoughtful without much dramatic impact
1,sound like cruel deception carried men marginal intelligence reactionary idea woman total lack empathy
2,tsai may ploughing furrow often
1,flashy gadget whirling fight sequence may look cool ca n distract flawed support structure holding equilibrium
1,zigzag might richer observant le densely plotted
1,cold movie claim express warmth longing
1,truth heart porno flick none sheer lust
1,nick steinberg match creation pure venality giving old college try
1,episode ii attack clone technological exercise lack juice delight
1,problem really funny
1,denis bare bone narrative closely resembles outline 70 exploitation picture finished product
1,wanders map thematically stylistically borrows heavily lynch jeunet von trier failing find spark
2,viewing underdramatized overstated film like watching transcript therapy session brought humdrum life freudian puppet
1,overall tomfoolery like matter taste
1,mantra behind project seems kid flick
1,translation n need try hard
0,annals movie film odd inexplicable unpleasant
1,take really long slow dreary time dope tuck everlasting
2,family sour immortal
1,essentially awkward version lightweight female empowerment picture watching decade
1,author devotee probably find fascinating others may find baffling
1,writer director walter hill co writer david giler try create character obvious cliche wind using punching bag
0,scientific law discerned producer would well heed mediocre movie start drag soon action speed explosion start fall piece
1,cockeyed shot way
1,lush beautifully photographed somebody suggested still might make nice coffee table book ultimately leave theater wondering people mattered
0,unfortunately one hour photo life title
0,thanks largely williams interesting development processed minute rest overexposed waste film
0,cold sterile lacking color warmth
1,film undone anachronistic quick edits occasional jarring glimpse modern theater audience watching event unfold
1,seems like someone going motion
1,film explosion death spy ballistic eck v sever seems safe child film
1,well mother deer even dy
2,wallace get bit heavy handed message time visual flair wax poetic far much taste
2,impostor n much template despite remarkably strong cast
2,wrap guise dark quirky comedy n quirky think comedy generally mean spirited
1,choppy overlong documentary lifestyle
0,one slough one way mire alleged psychological thriller search purpose even plot
1,film press familiar herzog trope service limpid conventional historical fiction really demand director mesmerised
2,fanboy
3,brought life big screen
1,story actually quite vapid
1,hellish numbing experience watch n offer insight n thoroughly debated medium already back dahmer heyday mid 90
2,wait pay per view rental n dismiss barbershop hand
1,zinger aside writing indifferent jordan brady direction prosaic
1,scene drag underscoring obvious sentiment slathered top
0,would nice screenwriter trusted audience understand complex story left film predictable denouement
2,nadia birthday might bad day
2,one staggeringly well produced joylessly extravagant picture keep whooshing one visual marvel next hastily emptily
0,nair n necessary self control guide loose poorly structured film pitfall incoherence redundancy
3,enthusiastically taking current teen movie concern bodily function walt becker film push demographically appropriate comic button
4,funniest american comedy since graffiti bridge
1,neither protagonist distinguishable condition hardly matter actory concoction defined childlike dimness handful quirk
0,start possible argentine american beauty reek like room stacked pungent flower
0,project filmmaker forgot include anything even halfway scary poorly rejigger fatal attraction high school setting
1,old fashioned screenwriting parlance m shreve novel proved difficult text lick despite effort first rate cast
1,solondz may well one laughing joke
0,stitch bad mannered ugly destructive little
0,cute factor mind ugly problem character loveable otherwise
0,deep realized harsh reality situation would leave theater lower q entered
2,really funny fifteen minute short stretched beyond limit fill almost feature length film
0,aside fact film idiotically us website feardotcom com improperly hammy performance poor stephen rea film get added disdain fact nearly impossible look understand
1,bad certainly without merit entertainment
0,minute running time wait vain movie happen
0,work lack purpose strong pulse
3,faster paced family flick
1,upper teen may get cynical
3,smaller numbered kidlets enjoy
1,film list cast strong supporting player tale like central figure vivi little bit hard love
0,road trip drama many wrong turn
1,fish story little peculiar one thrown back river
2,gratuitous long schwentke fulfilling gross quota anticipated audience demographic instead shaping material fit story
2,blame men war warden daughter tell father
1,movie deep sentiment
2,fitfully funny never really take
1,seen bad singer turned actor lil bow wow take cake
3,halfway picture beginning hate course feeling guilty miracle miracle movie flip flop
2,complication surprisingly predictable
2,year since hr
3,made eddie murphy movie star man n aged day
2,showboating wise cracker stock persona sure getting old
2,deuce wild tweaked notch would become camp adventure one movie bad start become good
1,n
1,film action ultimate x gabbiest giant screen movie ever bogging barrage hype
1,low rate annie featuring kid ca n act echo jordan weirdo actor crispin glover screwing thing old school
0,might 1970s animation everything else straight saturday morning cartoon retread story bad writing old silliness
1,picture seems uncertain whether want acidic male eve lush swooning melodrama intermezzo strain
1,nearly hour film way indulgent
1,gorgeous look insufferably tedious turgid curiously constricted epic
2,look much like cartoon end simpson ever
1,tighter editorial process firmer direction material could work especially since actress lead role competent personal velocity seems idling neutral
1,n really add much
1,better suited history biography channel arguing tone movie leaf bad taste mouth question mind
1,entertainment love overinflated mythology longer recognizes need moviegoer real character compelling plot
1,prolonged extrusion psychopathic pulp
1,borrows movie like ordinary obvious fashion
1,surprisingly bland despite heavy dos weird performance direction
0,chilly remote emotionally distant piece dull tagline space one hear snore
1,character seem one dimensional film superficial probably interest primarily target audience
1,sorvino make princess seem smug cartoonish film really come alive poor hermocrates leontine pathetically compare note budding amour
1,like drive
1,drive right without noticing anything special save comic turn intended otherwise
1,everything even life aircraft carrier sentimentalized
0,would james bond extreme generation pic one big dumb action movie
1,stress dumb
2,movie generic virtue despite lot involved talent seems done number
1,subject illusion versus reality n reality seem least passably real
0,terrible movie every regard utterly painful watch
0,rote spookiness nary original idea role edit score anything really sight whole proceeding beg question
1,fan film uninitiated play better video sound turned
1,infuriatingly quirky taken style
1,whole heap nothing core slight coming age coming tale
3,much laughed throughout movie mount cogent defense film entertainment even performance art although movie leave marveling guy superhuman capacity withstand pain
1,type dumbed exercise stereotype give teen comedy genre bad name
0,distinctly sub par likely drown viewer boredom send shiver spine
0,play like bad blend overripe episode tv dawson creek recycled dumbed version love story
1,unless come film skateboard arm going feel like n invited party
1,casting call movie went must read seeking anyone acting ambition sense pride shame
1,n weird ought
1,home alone film staged like rosemary baby well conceived either film
1,siegel co writer lisa bazadona grace woodard relied much convention creating character surround frankie
0,film could possibly contemptuous single female population
2,hey arnold
2,visual wit little imagination elsewhere
2,going motion zip gone
1,sluggish pace lack genuine narrative hem movie every bit much life hem spirit young woman
0,low budget affair tadpole shot digital video image often look smeary blurry point distraction
0,better movie might noticed
2,mindless junk like make appreciate original romantic comedy like punch drunk love
1,movie like year late tapping reality tv obsession even tardier exploiting novelty webcast
1,tale familiar anyone seen george roy hill film sting
1,get look period trapping right otherwise drowns sea visual verbal clichés
3,hard quibble flick boasting many genuine cackle notorious c h still feel like promising work progress
1,anyone want start writing screenplay follow blueprint hundred film sell highest bidder walk away without anyone truly knowing identity
1,problem bread sweet far sentimental
2,late night cable sexploitation romp masquerading thriller ruthless social order governs college clique
2,fall short explaining music root
1,never inspires interested detachment
0,might emerged hilarious lunacy hand woody allen mel brook least 70 heyday come across lame sophomoric debut indie feature
1,despite slick production value director roger michell tick tock pacing final effect like two guy yelling face two hour
1,pretty much suck funny moment two
2,good job painting family dynamic audience tried squeeze many element film
1,supernatural mystery n know whether want suspenseful horror movie weepy melodrama
0,end neither fails endeavor
1,two badly interlocked story drowned clever complexity
2,earnest overwrought wildly implausible begs parodied
1,textbook life quiet desperation
2,swimfan like fatal attraction eventually go overboard loony melodramatic denouement high school swimming pool substitute bathtub
1,claim sort bad guy good essential problem
0,purposefully shocking eroticized gore unintentionally dull lack poetic frisson
1,feel like piece bunch better movie slapped together
2,almost everything film unsettling preposterous hairpiece worn lai villainous father endless action sequence
1,writer director randall wallace bitten anyone else could chew movie veers like drunken driver heavy traffic
1,follows blair witch formula hour told something creepy vague work go awry final minute
0,one ca n shake feeling crossroad nothing hour half long commercial britney latest album
1,phoned business usual
2,epic put together
0,little atmosphere generated shadowy lighting macabre set endless rain offset sheer ugliness everything else
2,director chef gabriele muccino keep fast zippy comin ya fearing film molto superficiale
0,tartakovsky team freakish power visual charm five writer slip modern rut narrative banality
0,horrific movie experience since ca n stop music
0,may well called jar jar binks movie
0,painful
2,god great movie
1,like three ring circus side story aplenty none memorable
2,doubt film ratchet stirring soundtrack throw fish water gag let cliched dialogue rip
2,else doggie wink
0,girl gone wild video boho art house crowd burning sensation n definitive counter cultural document maker n removed inquisitive enough
1,original insightful last week episode behind music
1,play like john le carré couple burnt cylinder
0,may galled wasted nearly two hour precious life silly little puddle movie
3,neither sappy big daddy anarchic happy gilmore waterboy moment
3,despite surface attraction conrad l hall cinematography likely nominated oscar next year something impressive yet lacking everything
0,smug convoluted action comedy n allow earnest moment pas without reminding audience movie
2,crystal de niro manage squeeze good laugh enough make silly con job sing
0,worthless pseudo rock video opening idiocy last frame
1,christ allegory n work foundation
2,go la salle performance make best stuttering script
1,hard care film proposes epic tragedy plight callow rich boy forced choose beautiful self satisfied year old girlfriend equally beautiful self satisfied year old mistress
1,try hard funny way loud goofy short attention span
1,n find much fascination swinging
1,matter plumbing arrangement mind game erotic sensuous charge
3,thought provoking
1,acting fine enough substance sustain interest full minute especially weak payoff
0,collateral damage might imagine every aggrieved father cliché unturned
1,
0,ultimately yes snail like pacing lack thematic resonance make film silly scary like sort martha stewart decorating program run amok
1,releasing film word dog title january lends easy joke insult snow dog deserves every single one
1,tedious norwegian offering somehow snagged oscar nomination
2,dark stormy night
1,dark pitch comedy frequently veers corny sentimentality probably would improve much therapeutic zap shock treatment
2,sort cute cloying material far zhang forte show
0,bray completely sea nothing savage garden music video resume clue making movie
2,freundlich made crudup suburban architect cipher
0,huge disappointment coming filmmaker performer calibre
1,though pretend expose life male hustler exploitive without insightful
2,aimed squarely least demanding demographic group small child delighted simply spend time familiar cartoon character
1,start satisfying kid flck becomes increasingly implausible race contrived plot point
1,exhibit shallow sensationalism characteristic soap opera salacious telenovela serious drama
1,seagal painfully foolish trying hold onto left passe chopsocky glory
2,even harris strong effort script give little effectively probe lear soul stripping breakdown
0,story bogus character tissue thin
2,whereas extremely competent hitman film pulp fiction get shorty resonate sardonic verve caustic purpose existing cletis tout
1,inexpressible drab wannabe looking exact niche
1,american adobo heart palate right place brain little scattered ditsy even
1,imagine film begin seven rip switch mix shining thing naked teenager horror flick 1980s
0,dialogue made want pack raw dough ear
1,costner warm milk persona ill fitting shadyac perfunctory directing chop overtly silly dialogue would sink laurence olivier
1,coherent well shot tartly acted wear like dinner guest showing doctorate
3,directed kevin bray whose crisp framing edgy camera work wholesale ineptitude acting tone pace obviously mark video helmer making feature debut
0,turn potentially interesting idea excruciating film school experience play better film publicist people take many drug film character
2,robin williams departs fun friendly demeanor exchange darker unnerving role
0,high crime cinematic misdemeanor routine crime thriller remarkable lack logic misuse two fine actor morgan freeman ashley judd
1,set harlem n look much like anywhere new york
1,chocolate factory without charlie
1,long twinkly eyed close ups short shame
1,hip hop rarely come alive fire breathing entity picture
0,dull somnambulant exercise pretension whose pervasive quiet broken frequent outburst violence noise
1,deserving critical backlash
2,neither rousing success blinding embarrassment
1,still sits like side dish one ordered
1,sum fear remarkably fuddled motif context drain dramatic substance would shake u boot cinema seat
1,movie spends time schneider newcomer mcadams even though performance interesting funnier
1,low rent even lower wit rip farrelly brother oeuvre get way mushy relatively short amount time
0,recycles every cliché gay essentially extended soap opera
2,mentally challenged getting fair shot movie business surely n collection keening self mutilating sideshow geek
1,may offend viewer amused sick sense humor
2,many benjamin element feel like patched episode miami vice
0,aimlessly unsuccessfully attempt fuse least three dull plot one good one
2,folk real stake american sexual landscape find either moderately amusing plain irrelevant
1,fan adventues steve terri avoid like dreaded king brown snake
0,personally rather watch animal planet
1,cherish dud romantic comedy least bit romantic mildly funny
2,feel inmate actually taken asylum
0,filmmaker calculation ca n rescue brown sugar curse blandness
2,movie gloomy atmosphere fascinating though even movie n stand ghost chance
0,post september sum fear seems tacky reprehensible manipulating collective fear without bestowing subject intelligence sincerity unequivocally deserves
0,exclamation point seems bit glee find dreary mess
2,matter slice mark wahlberg thandie newton hepburn grant two cinematic icon chemistry galore
0,godard ode tackling life wonderment rambling incoherent manifesto vagueness topical excess praise love remains ponderous pretentious endeavor unfocused tediously exasperating
0,humorless self conscious art drivel made without glimmer intelligence invention
0,movie progression rambling incoherence give new meaning phrase fatal script error
1,solondz may convinced something significant say n talking talk appeal
1,tiring anything
1,nelson intention good end result justice story
0,horribly depressing well done
1,effort star kline lend dignity dumb story naught
1,good natured ensemble comedy try hard make bumper cast never quite get ground
1,n bit early career director barry sonnenfeld homage
0,lousy one
1,overly long worshipful bio doc
3,go limb
0,n quite one worst movie year
0,merely bad
1,writer director ritchie reduces wertmuller social more politics tiresome jargon
2,amy cuteness amy career success best selling writer self help book ca n help amy neurosis come men
1,everything girl ca n swim even passage sensitive observation feel secondhand familiar good way
1,feel aimless much running time late film tidal wave plot arrives leaving question wake
0,humble opinion praise love lack even fragmented charm found almost previous work
1,script mainstream psychology textbook intrigue
0,muddled simplistic little pretentious
2,meandering glacially paced often plain dull
1,disaster drama saved winged assailant
2,road trip get thinking yet
1,director elie chouraqui co wrote script catch chaotic horror war bother going subjugate truth tear jerking demand soap opera
1,dong never push insight beyond superficial tension dynamic dissecting film settle easily along contour expectation
0,doubt peter fallon n original bone body rumor angel dispel
1,occasionally interesting mostly repetitive look slice counterculture might best forgotten
1,could right home nifty plot line steven soderbergh traffic fails arrive satisfying destination
1,movie like scorsese mean street redone someone ignored favor old juvenile delinquent paperback title like leather warrior switchblade sexpot
0,pathetic junk barely hour long
1,nevertheless still seems endless
0,n stealing harvard horrible movie grand failure
1,good
2,expect much talent outstanding director bruce mcculloch
2,dolman confines shtick sentimentality one bald sloppy
1,possible documentary utterly entranced subject still show virtually understanding
1,supposed romantic comedy suffers much norma rae enough pretty woman
0,lead unmemorable despite several attempt lengthy dialogue scene one eventually resents inhale gutter romancer secondhand material
0,stagger flaccid satire supposed madcap farce
1,u complaining film clock around minute day plotting leaf lot desired
2,brainy artistic muted almost point suffocation
1,play like old disease week small screen melodrama
0,like life island movie grows boring despite scenery
1,truth charlie brazenly misguided project
2,display potential better movie bailly manages deliver
1,exaggerated broad come annoying rather charming
1,awkward hybrid genre n work
1,latest vapid actor exercise appropriate structure arthur schnitzler reigen
1,snipe snore utter tripe
1,ritchie film easier swallow wertmuller polemical allegory self defeatingly decorous
0,chalk worst kind hubristic folly
0,kind inspired overblown enterprise give hollywood sequel bad name
1,rosenthal halloween ii seems forgotten everything ever knew generating suspense
1,even murphy expert comic timing famed charisma ca n rescue effort
2,rodriguez unable reproduce special spark character made first film delight
1,sleek advert youthful anomie never quite equal sum pretension
1,body smack exhibitionism cathartic truth telling
2,n terrible film mean also far realized work
0,apparently romantic comedy fresh point view n figure present hollywood program
0,depressingly thin exhaustingly contrived
1,masochistic moviegoer need apply
1,movie held captive mediocrity
2,bad good
2,bacon keep thing interesting n go way pay full price
3,next
2,rob schneider dana carvey sarah michelle gellar philadelphia story
1,david spade citizen kane
2,ca n seem get anywhere near story center
1,problem amazingly enough screenplay
1,frankenstein monster film n know want
1,upper west sidey exercise narcissism self congratulation disguised tribute
0,icy face new film subzero version monster inc without latter imagination visual charm texture
1,ca n say enough movie adult male dressed pink jammies
1,mindless action flick twist far better suited video viewing multiplex
1,way reasonably intelligent person get country bear ponder whole segment pop music history allowed get wet fuzzy sticky
2,get light shower emotion couple time strangely wane inconsistent ultimately unsatisfying drizzle
2,summer far fleeting squander offal like
1,film grossly contradictory conveying social message indeed one
1,often lingers long irrelevant engaging gradually turn time
1,long movie
1,bad kramer could n make guest appearance liven thing
1,deuce wild encyclopedia cliche shoplifts shamelessly farewell innocence movie like wanderer bronx tale without cribbing intelligence
0,barely tolerable slog well trod ground
0,epps neither charisma natural affability made tucker star
2,sweet little bit precious start little familiar end
0,dull dumb derivative horror film
1,awkwardly contrived exercise magic realism
1,demme get lot flavor spice charade remake ca n disguise spiffing leftover n substantial fresh
1,heartfelt story n involving one
1,self styled athlete banged brain ground frequently furiously capacity explain gone way natural instinct self preservation
1,fact best part movie come second homage one demme good film n bode well rest
1,richard pryor mined personal horror came treasure chest material lawrence give u mostly fool gold
2,band performance featured drumline red hot mere story point view film ice cold
1,built premise middle class arkansas consists monster truck loving good ol boy peroxide blond honey whose worldly knowledge come tv rerun supermarket tabloid
0,laughable rather unlaughable excuse film
2,sequel everything original contrived overblown tie ready
1,like grinning jack lantern apparent glee derived lobotomy vital essence scooped discarded
3,sentimental hybrid could benefit spice specificity
1,familiar predictable 5ths might well come xerox machine rather writer director franc
2,reyes word processor
1,give shapiro goldman bolado credit good intention nothing could n done half hour
0,devoid joy energy make even jason x look positively shakesperean comparison
2,little objectivity could gone long way
0,one worst film
2,believe silberling best intention n restraint fully realize
1,play like unbalanced mixture graphic combat footage almost saccharine domestic interlude pure hollywood
1,mctiernan remake may lighter foot sober minded original graceful tap dancing rhino boring obvious
1,high crime carry almost organic intrigue government marine legal mystery movie serf stuff nearly subliminally old hat province male intrigue
0,movie worst thing chan done united state
1,explosion essentially ruined rather overpowered fiction movie
0,ludicrous film predictable every turn
0,incredibly irritating comedy thoroughly vacuous people manages embody worst excess nouvelle vague without sense fun energy
0,film desperately sink comedy futility
0,instead balanced film explains zeitgeist x game get cinematic postcard superficial unrealized
1,crassness reactionary thriller matched ridiculousness premise
1,wish would gone top instead trying way
1,superior plotline n quite enough drag along dead water weight
1,film n really care thousand american die hideously care ryan meet future wife make start cia
1,adrift bentley hudson stare sniffle respectively ledger attempt vain prove movie star intensity overcome bad hair design
1,hour half wondering sometimes amusedly sometimes impatiently strenuously unconventional movie supposed discover answer conventional
1,linklater fan pretentious type want appear avant garde suck project
0,woefully dull redundant concept bear whiff exploitation despite iwai vaunted empathy
2,screenwriter chris ver weil directing debut good natured never dull virtue small easily overshadowed predictability
0,really want understand story really far better served source material
1,mildly sentimental unabashedly consumerist studiously inoffensive completely disposable
1,like title character esther kahn unusual unfortunately also irritating
1,star helped give spark chasing amy changing lane fall flat thinking man cia agent jack ryan summer new action film sum fear
0,summary plot n quite justice awfulness movie come painfully execution
0,every conceivable mistake director could make filming opera perpetrated
1,snoot doubt rally cause trotting threadbare standby like masterpiece triumph malarkey rarely established filmmaker ardently waste viewer time gobbler like
1,film taste shock humor wear thin weaned comedy tom green farrelly brother
3,enjoyment hinge personal threshold watching sad endearing character extremely unconventional thing
2,legendary shlockmeister ed wood ever made movie vampire probably would look lot like alarming production adapted anne rice novel vampire chronicle
2,hardly nuanced portrait young woman breakdown film nevertheless work scare
0,interminably bleak say nothing boring
1,thing really get weird though particularly scary movie portent content
2,difficult discern crazy work disturbed genius merely minute post adolescent electra rebellion
2,bog badly absorb jia moody bad boy behavior portrays one note performance
2,camera whirl
2,camera twirl
3,oh look clever angle
2,wow jump cut
1,demme finally succeeds diminishing stature oscar winning master lowly studio hack
0,action scene suspense car pileup plot hole big enough train car drive kaos n blown
1,almost feel movie interested entertaining amusing u
3,put washington honest working man john q archibald pedestal keep lifting pedestal higher
1,ultimately film amount lectured tech geek sort thing
4,far enjoyable predecessor
3,gayton script telegraph every discovery layer gloss convenience
1,full frontal open today nationwide could almost classified movie industry satire lack generous inclusiveness genre definitive disingenuous feature
0,ragbag cliche
2,rough trade punch judy act n play well play worse
0,three lead produce adequate performance missing material depth feeling
0,possible something hip transgressive attempted stubbornly refused gel result puzzling unsettling
0,painfully unfunny farce traffic tired stereotype encumbers complication bearing story
3,short sweet also anything else slight tadpole pull back consequence action revelation
2,moment pretty far treasure
0,expected college comedy target audience n graduated junior high school
2,collateral damage offer formula payback big payoff explosion tend simply hit mark pyro correctly
0,plan make enough inspiring tale survival wrapped heart pounding suspense stylish psychological thriller flopped surely soufflé gone wrong
0,instead letting laugh come may lawrence unleashes trademark misogyny er comedy like human volcano overflowing septic tank take pick
2,know ten buck spend ticket
1,send cranky
0,n get paid enough sit crap like
1,even predictable cliche ridden endeavor predecessor
1,whole thing play like tired tyco ad
1,film n show enough creative process even created non fan figure make wilco big deal
2,soupy end result odd distinction playful without fun
1,n know steven seagal considered star keep cast action film none ever good make money
0,even intentionally low standard frat boy humor sorority boy bowser
1,one well timed explosion movie knockout hundred numbing
2,proof ballistic eck v sever
1,halfway however sucked dry undead action flick formula blade ii mutates gross monster movie effect silly scary
0,weighted slow uninvolving storytelling flat acting
0,ca n accuse kung pow misfiring since exactly want atrociously mind numbingly indescribably bad movie
1,unfortunately prefer simple misfire
0,n one moment film surprise delight
2,would n nice guy got taste like side bra
2,movie essentially series fleetingly interesting actor moment
1,information already appeared one forum another matter broomfield dress tends speculation conspiracy theory best circumstantial evidence
0,movie certain scene particular brought uncomfortably close losing lunch
0,secret time travel discovered indulged rejected boring see piece crap
2,smug artificial ill constructed fatally overlong never find consistent tone lack bite degenerating pious preachy soap opera
1,chelsea wall case many chef fussing weak recipe
1,every joke repeated least four time
1,every joke repeated least four time
1,every joke repeated least annoying n
1,come across fairly weak retooling
1,lousy lead performance keep movie ever reaching comic height obviously desired
1,piece hot chick hilarious schneider performance fine real shame much movie animal slapdash mess
0,creates worst kind mythologizing kind sacrifice real heroism abject suffering melodrama
0,movie resolutely avoids comic possibility situation becomes one dumb high school comedy sex gag prom date
3,earnest heartfelt undernourished plodding
1,sugar coated rocky whose valuable message forgotten minute last trombone honk
1,romanek keep adding flourish artsy fantasy sequence simply feel wrong
1,cheapen overall effect
1,complexity realistic human behavior episode general hospital
1,acceptable way pas little hour moviegoer age unlikely inspire anything visit mcdonald let alone savvy street activism
2,allen making piffle long hollywood ending may way saying piffle airhead movie business deserves right
0,exercise cynicism every bit ugly shabby digital photography muddy sound
1,good enough pas litmus test generation gap bad enough repulse generation fan
0,movie silly beyond comprehension even n silly would still beyond comprehension
1,watchable point situation dialogue spin hopelessly control say carol kane appears screen
1,scriptwriter le menace society film character
2,merchant n directed movie much produced like sausage
0,film nearly terminal case cutis neither funny charming think
1,gunfest rock concert
0,frightful vanity film doubt pay debt miramax felt owed benigni
1,muddy psychological thriller rife miscalculation
0,make say obvious abandon hope good movie ye enter
1,original enough
0,listless sci fi comedy eddie murphy deploys two guise elaborate futuristic set particularly memorable effect
2,little super sized infomercial cable sport channel summer x game
0,generic bloodbath often becomes laughably unbearable n merely offensive
1,julie davis kathie lee gifford film director sadly proving ego n always go hand hand talent
0,unholy mess driven pathetic idea shoot something crummy looking videotape must labelled hip innovative realistic
0,story pathetic gag puerile
1,curiously super trooper suffers n enough vice merit minute length
0,bland utterly forgettable might well titled generic jennifer lopez romantic comedy
2,sent copyof film review dvd
2,free
0,still want money back
1,plod along methodically somehow assumption dead wife communicating beyond grave framework even remotely new interesting
2,hard believe relationship like holly marina could survive hothouse emotion teendom longevity get inexplicable characterization turn crassly reductive
1,familiar basically sort cautionary tale old angel dirty face appeared
2,passable enough shoot k court house life type flick
2,strictly middle road
1,although purportedly study modern alienation really little particularly slanted gay fantasy enervating deadeningly drawn
1,first minute worth seeing movie sink abyss clichés depression bad alternative music
1,one doubt filmmaker motif guy still feel counterproductive
1,slow uneventful ride around pretty tattered old carousel
0,little visible talent energy colin hank bad need major acting lesson maybe little coffee
2,feardotcom making interesting meditation ethereal nature internet otherworldly energy could channel simply becomes routine shocker
2,meatball bare midriff generation
2,well meaning fault antwone fisher manages dubious feat turning one man triumph everyman romance comedy
1,seemingly disgusted lazy material finished product unshapely look director fisher stevens inexplicably dip key moment film waking life water color
1,formula promise new kind high delivers old bad trip
1,everything right blade wrong sequel
2,energetic stunt sequence briefly enliven film wheezing terrorist subplot n stamen minute running time protagonist bohemian boorishness mar spirit good clean fun
1,film produced jerry bruckheimer directed joel schumacher reflects worst shallow style wildly overproduced inadequately motivated every step way demographically targeted please every one one
1,disney ransacks archive quick buck sequel
0,coarse cliched clunky trifling romantic comedy opposite attract better reason screenplay demand squanders charm star hugh grant sandra bullock
0,anyone suffers film deserves least big box consolation candy
2,much moved emotional tumult françois michèle relationship depends lot interesting likable find
1,presume audience wo n sit still sociology lesson however entertainingly presented trot conventional science fiction element bug eyed monster futuristic woman skimpy clothes
0,collapse minute slap happy series adolescent violence
0,following thing entertaining bad sound lack climax worst watching seinfeld also one film producer everything look like good guy
1,attal hang ups surrounding infidelity old fashioned dare say outdated wonder could n brought something fresher proceeding simply accident
0,obvious obnoxious didactic burlesque
0,surprising thing film actually releasing theater
1,michele brainless flibbertigibbet hard take spiritual quest seriously
2,ultimately clarity matter breaking code making movie
1,enigma lack
1,potty mouthed enough pg yet hilariously raunchy south park strangely schizo cartoon seems suited neither kid adult
2,moment ultimately curmudgeon n quite make cut placed list favorite
1,distinctly minor effort seen better advantage cable especially considering barely feature length running time one hour
0,movie deadly dull watching proverbial paint dry would welcome improvement
1,end tuck everlasting fall victim everlasting conundrum experienced every human ever lived much little time
1,rather le sum underventilated père fils confrontation
0,mckay show crushingly little curiosity ill equipped examine interior life character film much le incorporate narrative
1,play like series vignette clip film still looking common line
2,new yorkers always seem find oddest place dwell
1,amid shock curiosity factor film corny examination young actress trying find way
1,yes spirited away triumph imagination also failure storytelling
1,characteristically engorged sloppy coming age movie
2,somewhat disappointing meandering saga
1,whenever think seen end movie cut new scene also appears end
2,get another scene another
0,begin long end credit desert rain
2,empty ugly exercise druggy trance noir trumped street credibility
1,screenplay co written director imogen kimmel lack wit necessary fully exploit comic element premise making proceeding bizarre actually amusing
1,milieu wholly unconvincing histrionics reach truly annoying pitch
0,unfunny comedy lot static set ups much camera movement scene take place indoors formal setting motionless character
1,story built potentially interesting idea first two ruined amateurish writing acting third feel limited short running time
2,except paymer bos ultimately express empathy bartleby pain performance stylized drained human emotion
2,doubt delight plympton legion fan others may find minute shenanigan exhausting
1,laugh rare snake foo yung
2,film celebrates radical nonconformist value case fire
1,lazily glumly settle traditional reserved kind filmmaking
1,knockaround guy play like student film two guy desperately want quentin tarantino grow
1,lack idol energy passion detail
1,mattei completely loses film circular structure ever offer insightful discourse well love time money
2,briefly flirt player masochism point real interest audience sadism evaded completely
3,holland let thing peter midway notably better acted far le crass recent effort burgeoning genre film black urban professional
1,every articulate player skateboarder tony hawk bmx rider mat hoffman half dozen young turk angling see many time work word radical suck sentence
1,fresh idea core tale
1,impenetrable insufferable ball pseudo philosophic twaddle
1,unfortunate wallace wrote gibson braveheart well recent pearl harbor irrepressible passion sappy situation dialogue
3,liked movie know would liked gone one step
1,left slightly disappointed n
1,dreary tale middle class angst
1,movie power poetry passion precious little either
1,jackson bledel seem picked acting chop look appeal pre teen crowd
2,lillard cardellini earn scooby snack anyone else
1,like schindler list grey zone attempt grandiloquent end merely pretentious grisly sort way
0,unremittingly ugly movie look listen think quite possibly sturdiest example yet dv revolution cheapened artistry making film
2,screenwriter pimental took farrelly brother comedy feminized rather poor imitation
1,kind sad many people put much time energy turkey
1,friday next lot bluster bite
2,juxtaposition overwrought existentialism stomach churning gore forever verge either cracking throwing
2,decidedly mixed bag
0,cheesy backdrop ridiculous action sequence many tired joke men heel
1,ice cube n quite ripe screwball idea friday next spread pretty thin
2,everything film work including somewhat convenient ending
1,character cast impossibly contrived situation totally estranged reality
2,everything else high crime like military system justice portrays tiresomely regimented
0,dreadful
0,n blame eddie murphy n owen wilson know movie must story script
1,sweet home alabama certainly wo n remembered one witherspoon better film
1,hard may believe earth surprisingly similar teen drama better film
0,lazy writing
1,even kid deserve better
1,pretension disposable story sink movie
1,diesel n actor save
2,bravo reveals true intent film carefully selecting interview subject construct portrait castro predominantly charitable seen propaganda
2,preachy parable stylized touch john woo bullet ballet
3,frank capra played story straight
0,film n really believe break mood absurdly inappropriate comedy scene
2,starting original story instead slapping extreme humor gross gag top old crap
0,problem part film deadly dull
4,handled correctly wilde play masterpiece elegant wit artifice
0,ala collapse like overcooked soufflé
0,sorority boy funnier movie pretty bad
1,bizarre piece work premise dialogue level kid television plot thread morose teen pregnancy rape suspected murder
1,paul bettany good ultra violent gangster wannabe movie certainly number
2,gag worn bit thin year though n ask still find chuckle
2,uplifting drama antwone fisher n however original
3,often likable often meandering low energy eager quirky moment little old fashioned storytelling would come handy
0,certain distasteful child adult alike eight crazy night total misfire
3,elaborate special effect take centre screen human story pushed one side
1,showtime n particularly assaultive still make feel never want see another car chase explosion gunfight
1,character clinically depressed abandoned slim hope dream
0,tuxedo sent back tailor major alteration
2,problem difficult movie movie ask audience meet halfway connect dot instead thing spelled
